"car_value","salary_range","debt_to_income_ratio","loan_length","repaid_loan_on_prev_car","size_of_downpayment","driver_tenure","repaid"
11821,"20K - 40K €",0.708761329,6,TRUE,"10%",5.564253957,0
12267,"20K - 40K €",0.683997048,12,TRUE,"0%",3.961723174,0
27147,"20K - 40K €",0.671300852,17,FALSE,"20%",NA,1
30189,"0 - 20K €",0.266382965,16,FALSE,"20%",6.450435921,0
20629,"60K+ €",0.675437307,21,TRUE,"30%",1.248715734,1
14304,"0 - 20K €",0.571551211,19,TRUE,"10%",4.108797269,0
84702,"20K - 40K €",0.635469191,21,TRUE,"40%",6.845091236,1
30200,"0 - 20K €",0.281543022,18,FALSE,"30%",6.767093966,0
29134,"0 - 20K €",0.356217766,19,FALSE,"0%",4.526776457,0
14823,"40K - 60K €",0.625753877,11,FALSE,"40%",1.66362087,0
16259,"0 - 20K €",0.698148188,18,FALSE,"20%",2.188903344,1
13730,"0 - 20K €",0.452825866,8,TRUE,"40%",2.675844172,0
17502,"20K - 40K €",0.66521743,6,TRUE,"10%",NA,0
16848,"40K - 60K €",0.726091817,20,TRUE,"20%",6.720940746,1
29909,"0 - 20K €",0.270145945,17,FALSE,"20%",6.47207319,0
25000,"40K - 60K €",0.418857491,8,TRUE,"40%",1.025047508,0
11515,"0 - 20K €",0.442084757,16,TRUE,"10%",4.070792572,0
25659,"0 - 20K €",0.365069681,18,FALSE,"40%",6.579040346,0
17129,"60K+ €",0.539583524,17,TRUE,"40%",2.431215629,1
11551,"40K - 60K €",0.725319604,15,TRUE,"20%",6.102118272,1
11741,"0 - 20K €",0.380655647,21,FALSE,"30%",5.20164545,1
10547,"0 - 20K €",0.261213058,13,FALSE,"40%",NA,0
96815,"0 - 20K €",0.521784834,21,TRUE,"30%",6.225860406,1
13216,"0 - 20K €",0.303828411,14,TRUE,"40%",5.839613571,0
52978,"20K - 40K €",0.644887178,14,TRUE,"10%",NA,1
26756,"20K - 40K €",0.716997788,17,TRUE,"0%",6.558793017,1
28492,"40K - 60K €",0.697745787,8,TRUE,"10%",6.031521781,0
14795,"0 - 20K €",0.282873803,16,FALSE,"30%",5.252080127,0
13935,"0 - 20K €",0.59026442,19,FALSE,"20%",2.660320131,1
77900,"0 - 20K €",0.31837892,20,FALSE,"40%",6.820568539,0
75521,"20K - 40K €",0.72116962,10,FALSE,"30%",0.206161431,1
17418,"0 - 20K €",0.335930226,18,FALSE,"20%",5.676545303,1
33784,"0 - 20K €",0.320995321,20,FALSE,"20%",4.555605478,0
14465,"40K - 60K €",0.713357709,20,TRUE,"0%",3.337603808,1
18207,"0 - 20K €",0.455279129,19,FALSE,"0%",1.886262988,0
15271,"20K - 40K €",0.672203917,7,TRUE,"10%",NA,1
14924,"20K - 40K €",0.730014219,10,TRUE,"0%",6.552195154,0
28838,"0 - 20K €",0.358704322,18,FALSE,"20%",5.640636907,0
18441,"40K - 60K €",0.718693008,7,FALSE,"20%",3.245163045,0
36877,"0 - 20K €",0.272125252,19,TRUE,"0%",6.439251901,0
14731,"0 - 20K €",0.399669895,17,FALSE,"20%",3.151156886,0
30836,"20K - 40K €",0.694709398,11,TRUE,"40%",0.893586916,1
68273,"0 - 20K €",0.325743655,20,FALSE,"40%",6.97849596,0
11572,"20K - 40K €",0.723008024,10,TRUE,"0%",6.756474112,1
44572,"20K - 40K €",0.671360516,18,TRUE,"30%",6.549032554,1
16294,"20K - 40K €",0.630696516,8,TRUE,"0%",5.858251822,1
15849,"0 - 20K €",0.477722303,6,TRUE,"40%",6.960348722,0
26235,"60K+ €",0.732018428,10,TRUE,"0%",5.544908778,0
19642,"20K - 40K €",0.712053612,20,TRUE,"0%",6.438861043,1
13648,"40K - 60K €",0.649383023,6,TRUE,"30%",4.951427275,0
13865,"20K - 40K €",0.726441958,21,TRUE,"20%",NA,1
71006,"0 - 20K €",0.680156796,21,TRUE,"30%",NA,1
10980,"0 - 20K €",0.574990833,21,FALSE,"10%",5.123541181,1
39589,"20K - 40K €",0.712921927,19,TRUE,"10%",6.263683352,1
32789,"0 - 20K €",0.340810991,18,FALSE,"10%",5.389839163,0
15660,"60K+ €",0.722135114,6,TRUE,"10%",3.699795026,0
20927,"60K+ €",0.682266158,18,TRUE,"0%",5.826736775,1
20011,"60K+ €",0.716979735,14,TRUE,"40%",0.549857786,1
17166,"20K - 40K €",0.714468066,6,TRUE,"10%",6.777460323,0
25247,"0 - 20K €",0.579495407,19,TRUE,"10%",NA,0
22002,"40K - 60K €",0.703083407,19,FALSE,"40%",1.204165793,1
70220,"40K - 60K €",0.501804064,6,TRUE,"30%",4.014255074,0
10965,"0 - 20K €",0.310169874,15,TRUE,"0%",4.478888384,0
11990,"40K - 60K €",0.709948482,10,TRUE,"20%",6.10546557,1
24951,"20K - 40K €",0.673188723,6,TRUE,"40%",6.5928906,0
29626,"60K+ €",0.731481164,6,TRUE,"0%",NA,0
26435,"40K - 60K €",0.72381746,6,TRUE,"10%",6.880893654,0
57001,"20K - 40K €",0.725686719,15,FALSE,"30%",NA,1
24646,"40K - 60K €",0.719525205,7,TRUE,"10%",6.198136303,1
11865,"60K+ €",0.716417672,18,TRUE,"20%",4.067875787,1
76502,"40K - 60K €",0.707538254,15,FALSE,"30%",0.28970632,1
51384,"0 - 20K €",0.319361131,20,FALSE,"20%",6.427765915,0
90608,"20K - 40K €",0.40628046,14,TRUE,"0%",NA,1
29341,"20K - 40K €",0.628343109,6,TRUE,"30%",5.505115484,0
24212,"0 - 20K €",0.399537034,7,TRUE,"40%",4.847800274,0
12947,"0 - 20K €",0.340602755,20,FALSE,"30%",4.16756045,1
10808,"20K - 40K €",0.531780332,19,TRUE,"10%",4.085627132,1
19155,"0 - 20K €",0.286143083,17,FALSE,"10%",NA,0
29362,"40K - 60K €",0.724250216,6,TRUE,"0%",6.851938562,0
12236,"40K - 60K €",0.643092457,6,TRUE,"30%",5.705247908,0
64133,"0 - 20K €",0.70378358,6,FALSE,"0%",0.157745281,1
14664,"0 - 20K €",0.324991457,13,FALSE,"10%",4.330698299,0
28844,"0 - 20K €",0.32179443,20,FALSE,"30%",6.895707644,0
58458,"0 - 20K €",0.718154861,13,TRUE,"0%",6.426678794,0
10021,"0 - 20K €",0.730662927,17,TRUE,"0%",6.408612125,0
24359,"0 - 20K €",0.706644955,9,TRUE,"0%",6.994840659,1
14137,"20K - 40K €",0.701246302,13,FALSE,"0%",1.124855638,1
77223,"20K - 40K €",0.471668917,19,TRUE,"40%",6.88546574,0
15106,"0 - 20K €",0.393168189,18,FALSE,"20%",4.764291374,0
59565,"0 - 20K €",0.372797059,20,FALSE,"40%",6.866430243,0
17208,"20K - 40K €",0.701862135,6,TRUE,"30%",6.132654363,0
12793,"20K - 40K €",0.567893454,10,TRUE,"20%",5.444531977,0
41291,"20K - 40K €",0.723623894,18,FALSE,"10%",1.196179729,1
26073,"20K - 40K €",0.709537587,14,TRUE,"0%",4.716505878,0
34903,"0 - 20K €",0.595745375,21,FALSE,"40%",3.541100733,1
74419,"20K - 40K €",0.272446468,6,TRUE,"40%",5.409097054,0
17533,"60K+ €",0.622122984,17,FALSE,"40%",2.332848312,1
49034,"0 - 20K €",0.651497612,14,TRUE,"0%",6.908646424,1
11263,"20K - 40K €",0.71950933,15,TRUE,"10%",6.656476708,0
66447,"60K+ €",0.70185966,6,TRUE,"10%",2.433817759,0
39317,"0 - 20K €",0.28646199,20,FALSE,"30%",4.800033819,0
27326,"20K - 40K €",0.698332455,6,TRUE,"20%",NA,0
18681,"0 - 20K €",0.684235491,19,FALSE,"0%",5.359587508,1
26359,"60K+ €",0.721402039,20,FALSE,"40%",0.440875654,1
27040,"0 - 20K €",0.310892196,18,TRUE,"30%",6.917118442,0
15826,"0 - 20K €",0.261744323,12,FALSE,"40%",6.630787619,0
17042,"20K - 40K €",0.634500112,6,FALSE,"30%",6.844088545,0
11379,"0 - 20K €",0.399840878,17,FALSE,"0%",3.43487985,0
22471,"0 - 20K €",0.332146856,19,FALSE,"0%",6.701695368,0
60261,"60K+ €",0.731307602,10,FALSE,"20%",0.104161795,1
17040,"0 - 20K €",0.323839037,15,FALSE,"20%",6.576283328,0
13563,"0 - 20K €",0.48880017,6,TRUE,"40%",5.798651247,0
35966,"0 - 20K €",0.571039323,20,TRUE,"30%",5.023054776,0
22515,"40K - 60K €",0.71661033,6,TRUE,"10%",6.542517488,0
17788,"20K - 40K €",0.550356326,12,TRUE,"30%",1.541985428,0
18342,"0 - 20K €",0.635784166,7,TRUE,"20%",6.762908397,0
57771,"0 - 20K €",0.369714242,18,FALSE,"30%",6.724287304,0
46832,"20K - 40K €",0.706567711,20,TRUE,"10%",5.415105134,1
80346,"40K - 60K €",0.727624012,11,FALSE,"20%",0.090380713,0
10997,"0 - 20K €",0.715344567,10,TRUE,"10%",6.798359466,1
27626,"0 - 20K €",0.597088199,13,FALSE,"10%",1.051875406,1
14319,"40K - 60K €",0.728919931,19,FALSE,"0%",0.701413816,1
13227,"60K+ €",0.731369516,8,TRUE,"0%",3.975246642,0
85758,"20K - 40K €",0.504768054,18,TRUE,"0%",6.921617025,1
28943,"40K - 60K €",0.718918413,7,TRUE,"20%",6.327536059,0
47672,"60K+ €",0.714234656,6,FALSE,"30%",4.765603658,0
35819,"60K+ €",0.714315263,17,FALSE,"40%",0.224120098,1
33432,"40K - 60K €",0.693430987,20,TRUE,"0%",6.864006732,1
47137,"20K - 40K €",0.722568163,7,FALSE,"10%",0.031473204,1
50468,"20K - 40K €",0.704521893,16,TRUE,"30%",0.828959488,1
41462,"20K - 40K €",0.529652927,18,TRUE,"30%",6.450947452,1
11672,"0 - 20K €",0.313192329,16,FALSE,"0%",3.496479711,0
72113,"60K+ €",0.730466409,6,TRUE,"0%",6.724939609,0
16899,"40K - 60K €",0.46645462,6,TRUE,"40%",2.509527564,0
28077,"0 - 20K €",0.279525884,19,TRUE,"40%",3.801292519,0
23651,"60K+ €",0.566533549,11,TRUE,"40%",NA,1
37277,"0 - 20K €",0.277349945,16,FALSE,"30%",5.857591527,0
15639,"20K - 40K €",0.69262702,12,TRUE,"10%",0.809061657,1
69998,"0 - 20K €",0.662988716,12,TRUE,"20%",2.129454455,0
18941,"20K - 40K €",0.555631688,14,FALSE,"30%",0.706353308,1
10822,"20K - 40K €",0.708988043,7,TRUE,"10%",5.99751587,1
28531,"0 - 20K €",0.643818362,20,TRUE,"20%",6.236930313,0
11072,"0 - 20K €",0.262442643,11,FALSE,"30%",5.557523104,0
44184,"20K - 40K €",0.693653628,21,TRUE,"20%",5.087165423,1
31036,"0 - 20K €",0.424382779,20,FALSE,"40%",6.00895191,0
35764,"60K+ €",0.72675744,6,TRUE,"0%",6.071572816,0
16164,"40K - 60K €",0.664308989,6,TRUE,"40%",5.967685275,0
27364,"60K+ €",0.731035204,6,TRUE,"0%",5.853446797,0
17756,"60K+ €",0.671376958,20,TRUE,"40%",4.444056741,1
16518,"20K - 40K €",0.586100553,10,TRUE,"20%",4.685117698,0
14141,"20K - 40K €",0.675154683,20,FALSE,"40%",3.635193613,1
11531,"0 - 20K €",0.443633598,15,TRUE,"0%",3.207296331,1
17635,"0 - 20K €",0.521840043,16,FALSE,"0%",4.377989167,0
66169,"0 - 20K €",0.531942746,20,FALSE,"30%",6.743173745,0
22867,"0 - 20K €",0.284753894,16,FALSE,"30%",NA,0
22592,"60K+ €",0.730856166,7,TRUE,"0%",4.735062572,0
10926,"0 - 20K €",0.268914321,11,FALSE,"20%",NA,0
63759,"20K - 40K €",0.69301592,6,TRUE,"30%",6.636763973,0
18387,"20K - 40K €",0.702882409,6,TRUE,"20%",6.977094335,1
43654,"40K - 60K €",0.721965569,6,FALSE,"0%",0.052931075,1
18325,"0 - 20K €",0.673278193,20,FALSE,"30%",1.999772181,1
15531,"20K - 40K €",0.708169494,17,TRUE,"10%",5.394475607,1
11945,"40K - 60K €",0.731779239,6,FALSE,"0%",6.435915523,0
37087,"0 - 20K €",0.380518844,18,FALSE,"40%",5.729615714,0
26687,"0 - 20K €",0.683218801,6,TRUE,"30%",6.29875518,0
52379,"40K - 60K €",0.729449702,19,FALSE,"30%",0.483204485,1
11083,"20K - 40K €",0.726658528,13,TRUE,"0%",6.622286244,1
33415,"20K - 40K €",0.712342146,21,TRUE,"40%",5.890281842,1
13730,"0 - 20K €",0.267230286,15,FALSE,"20%",5.055710071,0
17189,"60K+ €",0.59875271,14,TRUE,"40%",5.831409343,1
14615,"20K - 40K €",0.576167095,8,TRUE,"30%",3.462996342,0
14171,"0 - 20K €",0.308600623,15,FALSE,"30%",6.743117771,0
11479,"20K - 40K €",0.726042768,20,TRUE,"40%",6.521989388,1
12505,"20K - 40K €",0.726530647,6,TRUE,"0%",6.67826393,0
19273,"20K - 40K €",0.702852309,7,TRUE,"30%",6.345594016,0
41900,"60K+ €",0.722534217,14,FALSE,"30%",0.059882165,1
15903,"20K - 40K €",0.639225968,7,TRUE,"30%",NA,0
68681,"0 - 20K €",0.31561545,20,FALSE,"40%",6.864641108,0
71333,"40K - 60K €",0.629169358,6,TRUE,"40%",4.020735667,0
87845,"20K - 40K €",0.637129307,6,TRUE,"40%",5.643472704,0
31680,"60K+ €",0.675451624,21,FALSE,"40%",0.645481644,1
16169,"0 - 20K €",0.646238028,12,FALSE,"0%",1.097187852,1
15933,"20K - 40K €",0.61146874,21,FALSE,"20%",NA,1
34721,"20K - 40K €",0.699961353,17,TRUE,"0%",6.926758914,1
62644,"40K - 60K €",0.71751659,7,TRUE,"20%",0.225559109,1
28429,"40K - 60K €",0.670527541,16,FALSE,"30%",0.535623241,1
34499,"20K - 40K €",0.559631234,10,TRUE,"0%",5.870603564,1
15572,"60K+ €",0.725410443,19,TRUE,"0%",4.873868952,1
24970,"20K - 40K €",0.503210079,21,FALSE,"30%",1.428384469,1
10751,"20K - 40K €",0.727397481,14,TRUE,"20%",5.437787801,1
10411,"20K - 40K €",0.673976462,21,FALSE,"0%",5.902033033,1
50279,"40K - 60K €",0.723643152,7,TRUE,"0%",5.00109582,0
41651,"60K+ €",0.62783791,21,TRUE,"40%",3.841429998,1
18199,"0 - 20K €",0.291257404,17,FALSE,"0%",5.173648978,0
23732,"20K - 40K €",0.569374545,7,FALSE,"40%",6.128811859,0
26296,"20K - 40K €",0.723978343,20,TRUE,"20%",2.644447605,1
13460,"0 - 20K €",0.562348722,19,TRUE,"0%",4.789379631,0
11359,"20K - 40K €",0.730921092,19,TRUE,"0%",6.084289255,1
14938,"0 - 20K €",0.266914704,13,FALSE,"20%",5.808557209,0
13169,"40K - 60K €",0.710417781,20,FALSE,"10%",1.682299041,1
55977,"0 - 20K €",0.6303179,17,TRUE,"20%",6.835215697,1
32510,"40K - 60K €",0.699232393,6,TRUE,"20%",6.013821895,0
18551,"20K - 40K €",0.56024052,12,TRUE,"20%",NA,1
84864,"20K - 40K €",0.708003435,9,FALSE,"10%",0.025074616,1
22536,"0 - 20K €",0.547309778,20,FALSE,"0%",5.509132288,0
18503,"0 - 20K €",0.355668841,16,FALSE,"20%",6.824295794,0
77876,"20K - 40K €",0.582506211,20,TRUE,"20%",NA,1
43357,"20K - 40K €",0.719124984,19,FALSE,"10%",1.571030069,1
10372,"60K+ €",0.730442342,18,TRUE,"20%",3.325359464,1
14399,"0 - 20K €",0.621161431,18,FALSE,"20%",2.261809481,1
13490,"0 - 20K €",0.428753555,18,TRUE,"0%",4.074545991,0
13590,"0 - 20K €",0.485296497,19,FALSE,"20%",2.649996122,1
14890,"40K - 60K €",0.721811111,7,TRUE,"10%",6.565441065,0
35575,"20K - 40K €",0.714406127,12,FALSE,"30%",0.071724924,1
53652,"0 - 20K €",0.532298556,6,TRUE,"40%",6.301119622,0
33874,"20K - 40K €",0.706143529,21,TRUE,"0%",6.572860715,1
11670,"0 - 20K €",0.330844756,6,TRUE,"40%",6.944390004,0
19862,"0 - 20K €",0.268687577,16,FALSE,"20%",6.157223224,0
49261,"40K - 60K €",0.706984242,6,TRUE,"10%",6.841496095,0
23839,"0 - 20K €",0.263588382,16,FALSE,"30%",4.868538836,0
11076,"40K - 60K €",0.723692887,9,TRUE,"0%",3.621247572,0
11214,"0 - 20K €",0.682865241,9,TRUE,"30%",6.498834271,0
28285,"40K - 60K €",0.700326961,6,TRUE,"30%",5.840902032,0
23110,"0 - 20K €",0.533984572,18,FALSE,"40%",1.497045846,1
28114,"0 - 20K €",0.333857787,16,FALSE,"20%",6.299994507,0
28108,"20K - 40K €",0.524278652,13,FALSE,"30%",0.15133845,1
12606,"40K - 60K €",0.7159276,6,FALSE,"30%",6.480302596,0
11140,"40K - 60K €",0.697620986,11,TRUE,"30%",1.142443459,1
35692,"20K - 40K €",0.713446289,17,FALSE,"30%",0.695797916,1
28901,"60K+ €",0.7218232,19,FALSE,"20%",0.356245644,1
35392,"20K - 40K €",0.675572028,16,FALSE,"20%",0.260182098,1
82046,"20K - 40K €",0.65964986,6,TRUE,"30%",6.163753543,0
20289,"40K - 60K €",0.618349326,6,TRUE,"20%",5.603876523,0
37691,"20K - 40K €",0.405040321,19,FALSE,"30%",1.102575517,1
22913,"20K - 40K €",0.718211774,17,FALSE,"20%",NA,1
14233,"0 - 20K €",0.28299522,12,FALSE,"40%",6.580420551,0
69223,"40K - 60K €",0.727707159,6,FALSE,"10%",0.011097239,1
67398,"0 - 20K €",0.486998906,21,FALSE,"0%",NA,0
24593,"40K - 60K €",0.73068418,12,TRUE,"0%",6.883427458,0
63819,"0 - 20K €",0.67416045,20,TRUE,"20%",6.642548009,1
24228,"20K - 40K €",0.711544955,15,TRUE,"30%",1.687129938,1
33662,"0 - 20K €",0.6264421,17,TRUE,"10%",6.991871389,1
15842,"20K - 40K €",0.728477296,20,TRUE,"20%",4.189105678,1
11795,"0 - 20K €",0.435453486,6,TRUE,"40%",6.499834936,0
30404,"0 - 20K €",0.593426881,13,TRUE,"10%",NA,1
25856,"0 - 20K €",0.494373464,18,FALSE,"10%",6.583228506,0
26130,"20K - 40K €",0.637952216,6,TRUE,"30%",5.91357411,0
54573,"0 - 20K €",0.292296092,20,FALSE,"40%",6.573439559,0
89032,"20K - 40K €",0.714224248,7,FALSE,"20%",4.406154964,0
15427,"20K - 40K €",0.683692268,11,TRUE,"20%",4.234748676,1
11002,"0 - 20K €",0.463915218,20,FALSE,"10%",NA,1
30516,"40K - 60K €",0.704188905,17,FALSE,"20%",0.213756728,1
13281,"0 - 20K €",0.442013657,18,FALSE,"0%",6.032639609,0
11022,"60K+ €",0.659195143,11,TRUE,"0%",6.12207523,1
45310,"40K - 60K €",0.501077617,6,TRUE,"40%",2.456772797,0
26960,"20K - 40K €",0.682329031,21,FALSE,"30%",1.645449427,1
50613,"60K+ €",0.724497093,7,TRUE,"0%",3.287099757,0
16934,"0 - 20K €",0.262747948,16,FALSE,"30%",5.266581368,0
17051,"20K - 40K €",0.509049176,13,TRUE,"40%",0.587983367,1
15605,"40K - 60K €",0.602810339,18,FALSE,"20%",0.577869451,1
26639,"60K+ €",0.720479465,21,FALSE,"40%",2.423581136,1
98192,"20K - 40K €",0.657599636,21,TRUE,"30%",6.833331033,1
12198,"20K - 40K €",0.705686,18,TRUE,"40%",NA,1
17077,"0 - 20K €",0.27449893,19,TRUE,"20%",5.878974534,0
35051,"0 - 20K €",0.292167487,20,FALSE,"0%",4.550055021,0
13580,"20K - 40K €",0.728056822,8,TRUE,"0%",6.046412042,0
23695,"40K - 60K €",0.511779772,6,TRUE,"40%",1.890895829,0
87160,"40K - 60K €",0.724886675,7,TRUE,"0%",6.863735445,0
55409,"0 - 20K €",0.322983615,20,TRUE,"40%",6.967749204,0
26193,"0 - 20K €",0.706123875,18,TRUE,"0%",6.823854483,1
15028,"0 - 20K €",0.51422219,17,TRUE,"0%",6.174382231,0
22749,"40K - 60K €",0.726517332,7,TRUE,"10%",4.592168149,1
29909,"0 - 20K €",0.428006796,19,FALSE,"0%",3.599989289,0
42510,"20K - 40K €",0.403787001,12,TRUE,"30%",6.69098652,1
25214,"60K+ €",0.66079201,19,FALSE,"30%",NA,1
46780,"20K - 40K €",0.61157792,6,TRUE,"20%",6.752852643,0
19209,"60K+ €",0.726466099,20,FALSE,"20%",0.811886639,1
14832,"20K - 40K €",0.660004658,21,FALSE,"20%",1.660090148,1
18729,"0 - 20K €",0.363855841,17,FALSE,"40%",6.628633665,0
45069,"40K - 60K €",0.723859691,21,TRUE,"20%",5.842673763,1
17772,"20K - 40K €",0.498481096,6,TRUE,"30%",5.248971576,0
13618,"20K - 40K €",0.722851706,19,TRUE,"40%",4.731935495,1
12012,"20K - 40K €",0.722644494,8,TRUE,"30%",5.782580091,1
30896,"20K - 40K €",0.723353385,19,FALSE,"30%",1.518335483,1
27766,"0 - 20K €",0.275811309,18,FALSE,"10%",6.800373273,0
10592,"0 - 20K €",0.724470486,20,TRUE,"0%",5.70442929,0
28048,"40K - 60K €",0.731637826,6,TRUE,"0%",6.741987068,0
17283,"0 - 20K €",0.472284786,20,TRUE,"20%",5.505548386,0
46921,"20K - 40K €",0.690959345,16,TRUE,"0%",6.724791075,1
43168,"20K - 40K €",0.661067601,19,TRUE,"0%",6.929322133,0
26758,"40K - 60K €",0.718648018,6,TRUE,"20%",3.345319559,0
22527,"40K - 60K €",0.72388433,7,TRUE,"0%",6.869437058,1
63038,"0 - 20K €",0.408849006,20,FALSE,"30%",6.749290916,0
25328,"60K+ €",0.724528212,17,FALSE,"30%",0.519362026,1
20886,"40K - 60K €",0.595956761,14,TRUE,"40%",6.252095646,1
13527,"20K - 40K €",0.471177227,21,FALSE,"30%",1.862292104,1
13303,"20K - 40K €",0.714455125,17,TRUE,"30%",4.378865903,1
10103,"60K+ €",0.728482504,16,TRUE,"30%",4.447588893,1
59101,"0 - 20K €",0.285237555,19,FALSE,"20%",6.320279882,0
15865,"0 - 20K €",0.571423623,10,TRUE,"20%",6.468039994,0
21549,"20K - 40K €",0.681074036,20,FALSE,"40%",2.016822798,1
52918,"20K - 40K €",0.541109667,10,FALSE,"30%",0.107755222,1
11757,"20K - 40K €",0.709537523,19,FALSE,"20%",3.524843711,1
12789,"0 - 20K €",0.703883277,11,TRUE,"0%",6.546786198,1
15997,"0 - 20K €",0.27105005,15,FALSE,"10%",4.839097909,0
10460,"0 - 20K €",0.383766439,11,FALSE,"0%",4.363415378,0
11671,"20K - 40K €",0.571748666,20,FALSE,"30%",1.97979762,1
12214,"20K - 40K €",0.618562875,6,TRUE,"30%",4.46771149,0
27468,"60K+ €",0.687243941,21,TRUE,"40%",3.106497262,1
22506,"20K - 40K €",0.649981883,6,TRUE,"20%",6.696637769,0
41182,"40K - 60K €",0.592422609,19,TRUE,"10%",3.978719002,1
10512,"40K - 60K €",0.728773236,18,TRUE,"10%",4.388761388,1
24396,"60K+ €",0.699536306,6,TRUE,"10%",6.938806936,0
19838,"20K - 40K €",0.690356302,17,FALSE,"0%",0.461623555,1
12155,"20K - 40K €",0.694126902,7,TRUE,"20%",4.044997993,0
16349,"0 - 20K €",0.289833391,13,TRUE,"20%",6.566899383,0
27245,"40K - 60K €",0.618845748,15,TRUE,"30%",3.139019946,1
26678,"20K - 40K €",0.628974059,6,TRUE,"40%",6.004358703,0
20907,"0 - 20K €",0.312166149,16,FALSE,"30%",5.885319661,0
39354,"0 - 20K €",0.290327578,20,TRUE,"40%",6.742028044,0
13350,"20K - 40K €",0.516136449,6,TRUE,"40%",5.817847379,0
10626,"0 - 20K €",0.609287512,14,TRUE,"20%",2.809490146,0
22224,"0 - 20K €",0.396196248,17,FALSE,"10%",6.779241982,0
13085,"40K - 60K €",0.658729971,13,TRUE,"20%",4.57512027,1
19823,"40K - 60K €",0.582306791,15,FALSE,"20%",0.316422873,1
12286,"20K - 40K €",0.382598597,6,TRUE,"40%",6.945897641,0
15467,"0 - 20K €",0.265808472,16,FALSE,"20%",2.912118687,0
56967,"40K - 60K €",0.397897777,8,TRUE,"30%",6.919962688,1
25837,"20K - 40K €",0.700645675,19,TRUE,"10%",6.022651759,1
15581,"0 - 20K €",0.650766335,13,TRUE,"20%",5.741776303,0
20467,"0 - 20K €",0.334188204,6,FALSE,"40%",6.091992039,0
22138,"20K - 40K €",0.638881392,10,TRUE,"10%",5.990886124,1
28895,"0 - 20K €",0.430916132,19,TRUE,"20%",6.774774097,0
30669,"0 - 20K €",0.589660045,7,TRUE,"20%",6.941385137,0
72298,"0 - 20K €",0.580887115,20,FALSE,"30%",6.768114034,0
22853,"0 - 20K €",0.309467929,18,FALSE,"0%",6.717655078,0
23496,"20K - 40K €",0.697603182,10,FALSE,"10%",0.245539679,1
13934,"20K - 40K €",0.731462807,10,TRUE,"0%",5.841284431,0
15198,"0 - 20K €",0.519702188,6,FALSE,"40%",6.668078017,0
21800,"0 - 20K €",0.299627134,19,FALSE,"30%",4.081275349,0
48428,"40K - 60K €",0.730081708,21,TRUE,"40%",5.765425839,1
10948,"20K - 40K €",0.715562384,18,FALSE,"0%",NA,1
12024,"20K - 40K €",0.728538086,17,TRUE,"20%",NA,1
16410,"40K - 60K €",0.637992732,6,FALSE,"40%",6.850602198,0
27774,"0 - 20K €",0.288603671,18,FALSE,"40%",NA,0
15932,"0 - 20K €",0.609517403,15,TRUE,"40%",1.841631746,1
41363,"20K - 40K €",0.702974863,6,TRUE,"40%",5.055711845,0
18593,"0 - 20K €",0.359018868,18,FALSE,"20%",4.350889148,0
12033,"20K - 40K €",0.718366193,16,TRUE,"20%",NA,1
29706,"0 - 20K €",0.285030296,16,FALSE,"40%",6.827275323,0
42330,"0 - 20K €",0.625109477,20,FALSE,"0%",6.422262281,0
47453,"60K+ €",0.728293363,6,TRUE,"10%",6.710768235,0
11274,"40K - 60K €",0.7244741,19,TRUE,"10%",5.810609839,1
17508,"0 - 20K €",0.321223791,19,TRUE,"0%",NA,0
36488,"20K - 40K €",0.483034107,18,TRUE,"40%",5.898525169,1
19263,"0 - 20K €",0.325795427,13,FALSE,"30%",4.780656341,0
14011,"0 - 20K €",0.61498093,18,TRUE,"10%",2.681814113,1
19549,"20K - 40K €",0.618204094,20,FALSE,"10%",1.16013518,1
16802,"40K - 60K €",0.702813655,19,FALSE,"20%",0.433221971,1
27805,"0 - 20K €",0.717228956,19,TRUE,"40%",NA,1
28721,"20K - 40K €",0.704859485,18,FALSE,"10%",1.16391972,1
15046,"0 - 20K €",0.287436666,15,FALSE,"30%",6.218650868,0
79660,"40K - 60K €",0.719761545,9,TRUE,"0%",1.764580026,0
18674,"0 - 20K €",0.285902596,8,TRUE,"40%",6.2581972,0
14603,"60K+ €",0.732071736,8,TRUE,"0%",6.697118914,0
13490,"0 - 20K €",0.269841917,14,FALSE,"30%",5.952288027,0
51862,"0 - 20K €",0.476274189,20,FALSE,"30%",5.166697629,0
10902,"0 - 20K €",0.666323574,11,TRUE,"20%",6.07168417,0
90498,"40K - 60K €",0.538825752,20,TRUE,"30%",6.032071849,0
27439,"60K+ €",0.678368752,19,FALSE,"30%",0.802907052,1
44750,"20K - 40K €",0.704567851,6,TRUE,"10%",6.290065378,0
46628,"0 - 20K €",0.308653458,19,TRUE,"20%",6.841884915,0
16463,"0 - 20K €",0.27762245,16,FALSE,"40%",2.524755045,0
19432,"20K - 40K €",0.710842041,17,FALSE,"30%",0.872075656,1
18271,"0 - 20K €",0.535882591,20,FALSE,"10%",3.915429742,1
10219,"60K+ €",0.719718111,13,TRUE,"20%",3.671665503,1
11515,"0 - 20K €",0.728829176,14,TRUE,"20%",6.597720627,1
14536,"60K+ €",0.719974878,12,FALSE,"30%",0.230308044,1
32682,"0 - 20K €",0.703220741,11,FALSE,"0%",0.531107471,1
62712,"0 - 20K €",0.325909046,19,FALSE,"40%",6.941032142,0
14300,"0 - 20K €",0.659518963,19,TRUE,"0%",NA,0
