"car_value","debt_to_income_ratio","loan_length","repaid_loan_on_prev_car","payment_to_income","downpayment_amount","loan_to_value_ratio","driver_tenure","repaid","salary_range.0...20K..","salary_range.20K...40K..","salary_range.40K...60K..","salary_range.60K..."
10462,0.260953163,8,0,0.336484831966551,10.462,0.999,4.656173318,"Not_Repaid",1,0,0,0
16841,0.64831862,9,0,0.483537214805688,0,1,0.204323779,"Repaid",0,1,0,0
13426,0.486514619,11,1,0.316207064267548,53.704,0.996,1.920530128,"Not_Repaid",1,0,0,0
28901,0.710625534,13,1,0.581487819695278,28.901,0.999,6.88256765,"Repaid",0,1,0,0
15587,0.332297078,18,0,0.230454958519247,0,1,4.72560572365106,"Not_Repaid",1,0,0,0
12918,0.722886993,6,0,0.549776948960196,25.836,0.998,4.097528714,"Not_Repaid",0,1,0,0
11431,0.382069016,7,1,0.417532164923438,45.724,0.996,5.78610641,"Not_Repaid",1,0,0,0
12608,0.729458465,16,1,0.208348736387804,0,1,6.449007806,"Repaid",1,0,0,0
26106,0.413752164,20,1,0.348948947240865,52.212,0.998,6.250739162,"Not_Repaid",1,0,0,0
11846,0.672998154,20,1,0.158023648311686,47.384,0.996,2.688315796,"Repaid",0,0,0,1
45056,0.624426088,17,0,0.701641698885777,90.112,0.998,2.47132179,"Repaid",1,0,0,0
28720,0.710932694,21,0,0.366430327551898,86.16,0.997,1.035130753,"Repaid",0,0,1,0
10691,0.522144817,21,0,0.136540248132756,21.382,0.998,5.219807562,"Repaid",0,1,0,0
27573,0.680293159,20,1,0.368927073212928,27.573,0.999,3.200799008,"Repaid",0,1,0,0
45531,0.496145659,6,1,1.93386980541469,182.124,0.996,5.75546303297845,"Not_Repaid",0,1,0,0
12048,0.724879665,15,1,0.211675342514841,0,1,2.830284657,"Not_Repaid",0,0,1,0
28572,0.350962933,17,0,0.444496163418428,85.716,0.997,6.727076651,"Not_Repaid",1,0,0,0
34185,0.730086865,6,0,1.45633664567129,34.185,0.999,5.962010046,"Not_Repaid",0,0,0,1
43896,0.583614498,17,0,0.68289246778018,131.688,0.997,1.479150399,"Repaid",1,0,0,0
24321,0.575956274,9,1,0.696207367465428,72.963,0.997,6.700911229,"Not_Repaid",0,1,0,0
58623,0.627794342,19,1,0.820508520084592,234.492,0.996,6.069170153,"Repaid",0,1,0,0
17168,0.568590971,19,1,0.241254499478087,0,1,6.490669038,"Not_Repaid",1,0,0,0
35401,0.650420242,19,0,0.495982559670065,106.203,0.997,0.346400682,"Repaid",0,1,0,0
26767,0.580522973,17,0,0.417251017276063,26.767,0.999,1.49273845,"Repaid",1,0,0,0
13736,0.710525385,12,1,0.29841954721386,13.736,0.999,4.7940006553156,"Repaid",0,1,0,0
26786,0.704910455,6,1,1.13998493225328,53.572,0.998,6.398324606,"Not_Repaid",0,0,1,0
66417,0.702662211,7,1,2.43083885978035,132.834,0.998,5.965834979,"Not_Repaid",0,1,0,0
15701,0.629408663,6,1,0.666879484632801,62.804,0.996,6.862694615,"Not_Repaid",1,0,0,0
21073,0.686636873,14,1,0.394598804467212,42.146,0.998,2.051804715,"Repaid",1,0,0,0
17795,0.701929595,16,0,0.293182349835732,53.385,0.997,1.146363963,"Repaid",0,0,0,1
48374,0.690710294,6,1,2.06081114224668,48.374,0.999,6.88477348,"Not_Repaid",0,1,0,0
46911,0.70143702,13,0,0.941959245304472,140.733,0.997,0.183038559,"Repaid",0,0,1,0
33118,0.560001745,9,1,0.948028271687843,99.354,0.997,6.002374818,"Not_Repaid",1,0,0,0
11353,0.714871414,13,1,0.228193591140238,22.706,0.998,5.060151638,"Repaid",0,1,0,0
59054,0.537831079,6,1,2.50824158241548,236.216,0.996,4.488148592,"Not_Repaid",1,0,0,0
12428,0.56161172,22,0,0.151697183008414,49.712,0.996,5.167192734,"Repaid",1,0,0,0
32218,0.723958993,10,0,0.834442218877964,32.218,0.999,0.243286815,"Repaid",0,0,1,0
14344,0.291400171,12,0,0.311004685180222,43.032,0.997,6.068418259,"Not_Repaid",1,0,0,0
10083,0.414649848,6,1,0.428262266323962,40.332,0.996,6.173177748,"Not_Repaid",0,1,0,0
35114,0.424952001,20,1,0.468414856222906,140.456,0.996,6.79710199,"Not_Repaid",1,0,0,0
33291,0.725842897,21,1,0.42560247603869,33.291,0.999,6.986941292,"Repaid",1,0,0,0
10573,0.730064957,17,1,0.164649717736135,21.146,0.998,6.099487656,"Repaid",0,1,0,0
13565,0.265118185,16,0,0.223714951450061,27.13,0.998,5.3741322202179,"Not_Repaid",1,0,0,0
10516,0.690111161,20,0,0.140845052135411,0,1,3.688553284,"Repaid",1,0,0,0
29498,0.678031601,21,0,0.375979119633181,117.992,0.996,0.696499945,"Repaid",0,0,0,1
10634,0.35740138,21,0,0.136084440759146,0,1,4.837734831,"Repaid",1,0,0,0
21465,0.601654982,13,1,0.431010961191629,64.395,0.997,1.886018904,"Not_Repaid",1,0,0,0
10408,0.718360347,12,1,0.225664860802827,31.224,0.997,3.228255872,"Repaid",0,0,0,1
17847,0.654279249,6,1,0.759550178672598,35.694,0.998,6.32406015810702,"Not_Repaid",0,1,0,0
12031,0.27954838,14,0,0.225284402626348,24.062,0.998,4.009227557,"Not_Repaid",1,0,0,0
13945,0.722085224,21,0,0.178455663568394,0,1,1.158682116,"Repaid",0,0,1,0
38635,0.44701031,20,0,0.516936766894479,38.635,0.999,3.441456012,"Not_Repaid",1,0,0,0
23751,0.71456508,6,1,1.01081841730559,47.502,0.998,5.946317623,"Not_Repaid",0,0,0,1
25794,0.549364553,20,1,0.344778562212935,51.588,0.998,6.167051649,"Not_Repaid",1,0,0,0
45397,0.555057294,21,1,0.579788386912609,90.794,0.998,6.304613965,"Not_Repaid",1,0,0,0
14499,0.601896504,13,1,0.29084369412043,57.996,0.996,5.591268793,"Repaid",0,1,0,0
27288,0.474669893,15,1,0.477514272871745,109.152,0.996,6.704086575,"Repaid",0,1,0,0
26289,0.261692586,17,0,0.40938961785352,52.578,0.998,4.829680792,"Not_Repaid",1,0,0,0
40287,0.687534391,15,1,0.70710796475527,40.287,0.999,5.684535669,"Not_Repaid",1,0,0,0
26030,0.691492462,6,1,1.10670031031948,78.09,0.997,6.533311578,"Not_Repaid",1,0,0,0
12152,0.505377916,6,1,0.51717676759284,24.304,0.998,5.91041316482472,"Not_Repaid",0,1,0,0
15046,0.6986681,20,0,0.201315661827212,15.046,0.999,1.191110919,"Repaid",0,0,1,0
81308,0.347116349,20,0,1.08681303157359,162.616,0.998,6.515643088,"Not_Repaid",1,0,0,0
20837,0.669555348,6,1,0.885024381968898,83.348,0.996,6.611898744,"Not_Repaid",0,1,0,0
52105,0.630257329,18,0,0.768065185526684,156.315,0.997,0.11867652,"Repaid",0,0,0,1
27983,0.541461594,7,1,1.02519418663909,27.983,0.999,5.878848327,"Not_Repaid",0,0,1,0
58569,0.617803347,8,0,1.87995846956482,175.707,0.997,0.117469299,"Repaid",0,1,0,0
13043,0.300333191,15,1,0.228240203058714,52.172,0.996,6.349361153,"Not_Repaid",1,0,0,0
40059,0.709435801,21,1,0.511101409867739,120.177,0.997,6.107491866,"Repaid",1,0,0,0
31784,0.505593488,6,1,1.35133932628484,95.352,0.997,4.81918914,"Not_Repaid",0,1,0,0
21713,0.714959214,18,1,0.320707297479572,21.713,0.999,6.602848354,"Repaid",1,0,0,0
44539,0.654890751,10,0,1.1523998870878,89.078,0.998,1.34716709914351,"Repaid",0,1,0,0
12086,0.662281933,14,1,0.225860759919096,48.344,0.996,4.884176911,"Repaid",0,1,0,0
38454,0.730699048,8,1,1.23801757487192,0,1,6.2919442,"Not_Repaid",0,1,0,0
21134,0.63544195,6,1,0.897639069373264,84.536,0.996,6.77623061,"Not_Repaid",1,0,0,0
30258,0.302509458,20,0,0.405257663323817,0,1,4.496771225,"Not_Repaid",1,0,0,0
19841,0.637390304,21,0,0.253653501759744,19.841,0.999,3.236905032,"Repaid",1,0,0,0
18791,0.453269126,19,0,0.263797756663155,18.791,0.999,6.454740359,"Not_Repaid",1,0,0,0
28478,0.708994886,8,1,0.915008892916427,56.956,0.998,0.971570919444458,"Repaid",0,1,0,0
44192,0.635967005,20,0,0.591881375424883,0,1,6.131938661,"Not_Repaid",1,0,0,0
13827,0.287619867,17,0,0.215754657630549,0,1,6.063562312,"Not_Repaid",1,0,0,0
50539,0.723576613,8,0,1.62383715285846,101.078,0.998,0.027914078,"Repaid",0,0,0,1
77026,0.706528916,15,0,1.34788237988197,308.104,0.996,0.160420518,"Repaid",0,0,1,0
15536,0.726750163,6,0,0.661858889195527,15.536,0.999,3.101667052,"Not_Repaid",0,0,0,1
50444,0.628576174,20,1,0.672914478763692,201.776,0.996,6.739116402,"Repaid",0,1,0,0
18737,0.60988916,6,1,0.795829622544092,74.948,0.996,6.826707139,"Not_Repaid",0,1,0,0
23537,0.362439143,17,0,0.367268198210041,0,1,2.929539085,"Not_Repaid",1,0,0,0
17917,0.655419604,19,1,0.251528093562543,17.917,0.999,6.505427905,"Repaid",0,0,1,0
34651,0.690836932,11,0,0.817733708703945,69.302,0.998,0.331599503,"Repaid",0,1,0,0
29641,0.72287229,21,0,0.379319062304106,0,1,0.738402146,"Repaid",0,1,0,0
21894,0.696632234,19,0,0.306436271407674,87.576,0.996,0.875529754,"Repaid",0,0,0,1
23172,0.702642243,11,0,0.547935081096591,0,1,0.564589524,"Repaid",0,1,0,0
73785,0.724241415,22,1,0.900625736102014,295.14,0.996,5.491302427,"Repaid",1,0,0,0
26293,0.504900314,18,0,0.387966479752221,52.586,0.998,6.547762992,"Not_Repaid",1,0,0,0
24285,0.674842934,6,1,1.03250929835223,72.855,0.997,6.006121883,"Not_Repaid",0,0,1,0
11575,0.728933739,9,1,0.332340315977426,0,1,6.004673966,"Not_Repaid",0,0,1,0
54838,0.351016275,20,0,0.732998635133477,109.676,0.998,5.904036475,"Not_Repaid",1,0,0,0
14357,0.32886547,15,0,0.252242935963277,0,1,4.719485168,"Not_Repaid",1,0,0,0
10745,0.667313562,8,1,0.34454904162456,42.98,0.996,4.011241175,"Repaid",0,0,0,1
11401,0.296378892,12,1,0.247442892460723,22.802,0.998,5.822136733,"Not_Repaid",1,0,0,0
10955,0.729843062,19,1,0.153791944241651,10.955,0.999,3.160701721,"Repaid",0,0,1,0
70777,0.646612494,6,1,3.00917894212377,212.331,0.997,6.29054275,"Not_Repaid",0,0,1,0
86470,0.584445902,21,1,1.10545931642382,86.47,0.999,6.471600852,"Repaid",0,1,0,0
10660,0.268930639,11,0,0.252070946163027,0,1,2.120339259,"Not_Repaid",1,0,0,0
29419,0.667251877,7,1,1.07672506159384,58.838,0.998,6.577352638,"Not_Repaid",0,1,0,0
65165,0.71234756,13,0,1.3098066913286,130.33,0.998,0.285941815,"Repaid",0,1,0,0
63711,0.50860689,15,1,1.11712115301038,127.422,0.998,5.83058732571837,"Repaid",1,0,0,0
23453,0.732098312,11,1,0.554579727988881,0,1,1.942504119,"Not_Repaid",0,0,0,1
46034,0.511801999,20,0,0.615935476309575,46.034,0.999,2.014034238,"Repaid",1,0,0,0
17889,0.552379553,18,0,0.264490200356118,0,1,1.693999998,"Repaid",1,0,0,0
19497,0.728535027,8,1,0.627701374558639,0,1,6.814743998,"Repaid",0,0,1,0
11054,0.26884725,13,1,0.222406365140016,11.054,0.999,6.535457329,"Not_Repaid",1,0,0,0
17020,0.66166858,6,1,0.724353899311236,34.04,0.998,6.32923806365044,"Not_Repaid",0,1,0,0
44745,0.418115216,20,0,0.596890776946344,178.98,0.996,6.943909626,"Not_Repaid",1,0,0,0
11692,0.703719663,6,1,0.497599635179023,23.384,0.998,6.25646827994824,"Not_Repaid",0,1,0,0
26406,0.69739709,6,1,1.12268645387231,79.218,0.997,6.03170934972912,"Not_Repaid",0,1,0,0
64903,0.549895065,6,1,2.75667022426105,259.612,0.996,6.043216112,"Not_Repaid",0,1,0,0
36576,0.68632685,18,1,0.538615774719239,146.304,0.996,1.048577558,"Repaid",0,0,1,0
40683,0.707644894,19,1,0.570557251203546,81.366,0.998,6.136701405,"Repaid",1,0,0,0
27303,0.727556729,20,1,0.365314469950044,27.303,0.999,6.662990394,"Repaid",1,0,0,0
22314,0.696113428,11,1,0.52711879752243,22.314,0.999,6.197625931,"Repaid",0,0,1,0
20827,0.719886422,17,0,0.324656739149272,20.827,0.999,0.480419275,"Repaid",0,0,1,0
33554,0.351937325,19,0,0.471048370340881,33.554,0.999,6.438171779,"Not_Repaid",1,0,0,0
13754,0.675187667,8,1,0.442364020155606,13.754,0.999,6.321551857,"Not_Repaid",0,1,0,0
15451,0.695382155,15,1,0.271192324159994,15.451,0.999,6.801581551,"Repaid",0,1,0,0
44916,0.430498227,20,0,0.60157820099982,0,1,6.462705662,"Not_Repaid",1,0,0,0
47911,0.616196767,20,0,0.63912468464133,191.644,0.996,6.390386631,"Not_Repaid",1,0,0,0
15384,0.713954044,19,1,0.215752347479668,30.768,0.998,6.841018487,"Repaid",0,1,0,0
14907,0.720161373,10,0,0.386475933901926,0,1,5.86683437777789,"Not_Repaid",0,1,0,0
10777,0.429211452,15,0,0.189344718316935,0,1,0.48805838,"Not_Repaid",1,0,0,0
22435,0.724306688,15,0,0.393379684321199,44.87,0.998,0.127062391,"Repaid",0,0,0,1
50160,0.725190054,7,1,1.83767789021251,50.16,0.999,2.598410592,"Not_Repaid",0,0,0,1
22000,0.372808325,16,0,0.363189128198855,22,0.999,5.93807762292407,"Not_Repaid",1,0,0,0
24035,0.691100153,21,0,0.307270899389923,24.035,0.999,2.054778693,"Repaid",0,1,0,0
13634,0.725993853,17,0,0.212743111458372,0,1,0.964129937,"Repaid",1,0,0,0
54854,0.487540189,19,1,0.767756245172035,219.416,0.996,6.881686148,"Repaid",0,1,0,0
13614,0.69706096,20,0,0.1819731466995,27.228,0.998,1.047152349,"Repaid",0,0,1,0
30659,0.698655687,9,1,0.878517780048105,61.318,0.998,3.127050374,"Not_Repaid",0,0,1,0
34343,0.594873519,10,1,0.890369826121544,0,1,6.424046452,"Repaid",0,1,0,0
11927,0.723890164,21,1,0.152325838507097,23.854,0.998,2.676165284,"Repaid",0,0,0,1
34413,0.478697839,18,0,0.506763578724113,137.652,0.996,3.133560556,"Repaid",0,0,0,1
14988,0.727275121,7,0,0.548555532926628,29.976,0.998,5.89244563,"Repaid",1,0,0,0
27823,0.671126198,7,1,1.01831202245914,55.646,0.998,5.507244652,"Not_Repaid",0,1,0,0
18944,0.714554111,6,1,0.807045236670962,18.944,0.999,6.35823129012177,"Not_Repaid",0,1,0,0
14571,0.30429356,13,0,0.293168368595547,14.571,0.999,5.907575297,"Not_Repaid",1,0,0,0
25479,0.70769032,19,0,0.356613216369604,101.916,0.996,0.317219938,"Repaid",0,0,0,1
12607,0.710344334,7,1,0.461874106098666,12.607,0.999,3.454724556,"Not_Repaid",0,1,0,0
48514,0.72405789,21,1,0.620218032577604,48.514,0.999,4.78595118179285,"Repaid",0,1,0,0
35073,0.722742791,15,0,0.613744433173216,140.292,0.996,0.852872876618684,"Repaid",0,0,1,0
16180,0.702646068,19,1,0.226915820477186,32.36,0.998,4.08823338771251,"Repaid",0,1,0,0
32326,0.728367186,8,1,1.04072804195428,0,1,1.040431087,"Not_Repaid",0,0,0,1
17881,0.632252778,20,0,0.238769021120348,53.643,0.997,1.374165129,"Repaid",0,1,0,0
14724,0.723001318,21,1,0.187859336451049,44.172,0.997,6.334856655,"Repaid",0,0,1,0
24401,0.498071741,18,0,0.360409835849446,24.401,0.999,6.218277717,"Not_Repaid",1,0,0,0
18566,0.660956005,8,1,0.596532590276226,37.132,0.998,6.066348999,"Not_Repaid",0,1,0,0
50406,0.481228551,7,1,1.84299334739144,151.218,0.997,4.556099263,"Not_Repaid",0,1,0,0
55357,0.7017198,6,1,2.35593765006886,110.714,0.998,6.6410264,"Not_Repaid",0,1,0,0
22546,0.714393686,12,1,0.490310280539981,0,1,6.817909071,"Repaid",0,1,0,0
54885,0.612568099,12,0,1.18881562265799,219.54,0.996,0.240208755,"Repaid",0,1,0,0
12666,0.731747548,9,1,0.363665005803031,0,1,6.238923262,"Not_Repaid",0,0,0,1
30362,0.72665458,7,1,1.11123853020538,60.724,0.998,0.067475655,"Repaid",0,0,0,1
11933,0.306819519,14,0,0.223897114863107,0,1,4.313755347,"Not_Repaid",1,0,0,0
27256,0.708410269,19,0,0.383016812545127,0,1,6.175820701,"Not_Repaid",0,1,0,0
30713,0.585137483,18,0,0.453639903628705,30.713,0.999,1.803764003,"Repaid",1,0,0,0
33526,0.372721197,18,0,0.495188728195096,33.526,0.999,5.326357613,"Repaid",1,0,0,0
11622,0.28246312,14,0,0.217625744104681,23.244,0.998,3.940404633,"Not_Repaid",1,0,0,0
32711,0.498941647,14,1,0.611910402138125,98.133,0.997,6.779531183,"Repaid",0,1,0,0
11493,0.590897286,19,0,0.161344665921432,11.493,0.999,3.399399194,"Repaid",1,0,0,0
13810,0.727036812,6,1,0.588328479646642,13.81,0.999,3.662329601,"Not_Repaid",0,0,0,1
16481,0.706153636,21,0,0.210487309837802,32.962,0.998,1.944645597,"Repaid",0,0,1,0
11913,0.67557157,8,1,0.382769188191354,23.826,0.998,5.399065798,"Repaid",0,1,0,0
18565,0.710962945,10,1,0.481312518473822,0,1,6.410256544,"Repaid",0,1,0,0
12575,0.724674034,13,1,0.253262131467065,0,1,6.873936937,"Repaid",1,0,0,0
26987,0.725505288,8,1,0.866233659754237,80.961,0.997,0.158677718,"Repaid",0,0,1,0
24493,0.707841084,18,1,0.361768702490082,24.493,0.999,6.963810661,"Repaid",1,0,0,0
70504,0.701771831,20,1,0.941455794702143,211.512,0.997,6.858629772,"Repaid",1,0,0,0
95297,0.353590603,18,0,1.40333736557905,381.188,0.996,4.084458435,"Repaid",0,1,0,0
26533,0.299680794,18,0,0.391507800831616,53.066,0.998,6.024607259,"Not_Repaid",1,0,0,0
34959,0.71184104,14,0,0.653962757125942,104.877,0.997,0.083572198,"Repaid",0,0,0,1
47313,0.704296847,6,1,2.01561081517173,47.313,0.999,6.818096274,"Not_Repaid",0,1,0,0
14641,0.719425755,20,1,0.195308478383538,58.564,0.996,5.47659365,"Repaid",0,1,0,0
37524,0.588633977,20,0,0.502574147615933,0,1,6.811110659,"Not_Repaid",1,0,0,0
67902,0.642841784,6,1,2.88694446681956,203.706,0.997,3.828407867,"Not_Repaid",0,0,0,1
19021,0.729613775,6,0,0.80951442531134,38.042,0.998,5.565516296,"Not_Repaid",0,1,0,0
22156,0.679069756,7,0,0.812526867688029,0,1,0.178758155,"Repaid",0,1,0,0
14817,0.726941217,18,0,0.218851380590191,14.817,0.999,1.069012254,"Repaid",0,0,1,0
19167,0.269666604,16,0,0.316420273644884,19.167,0.999,5.68928254118318,"Not_Repaid",1,0,0,0
71427,0.481771522,20,1,0.953780821629836,214.281,0.997,6.947668183,"Not_Repaid",0,1,0,0
15949,0.613248685,21,0,0.203488763723023,47.847,0.997,3.973056999,"Repaid",0,1,0,0
42550,0.729698596,12,0,0.922563396152988,127.65,0.997,0.032864949,"Repaid",0,0,0,1
21321,0.310897847,16,0,0.351979791014899,21.321,0.999,6.754171992,"Not_Repaid",1,0,0,0
54483,0.721003802,9,0,1.55961786117425,163.449,0.997,0.034170239,"Repaid",0,0,1,0
14540,0.287376831,15,0,0.255202666059563,14.54,0.999,4.344055672,"Not_Repaid",1,0,0,0
39654,0.676736096,14,1,0.743278117538664,39.654,0.999,6.634336155,"Repaid",1,0,0,0
19023,0.657397626,16,1,0.313099963535531,76.092,0.996,4.63175367357777,"Repaid",0,1,0,0
25496,0.542367185,14,0,0.477899301073429,25.496,0.999,0.828572226,"Repaid",1,0,0,0
26345,0.70764796,16,1,0.434918981018129,26.345,0.999,6.590586013,"Repaid",0,1,0,0
44863,0.492864774,20,0,0.599666613807819,89.726,0.998,5.819655416,"Not_Repaid",1,0,0,0
14914,0.64266506,19,0,0.208741689585002,59.656,0.996,2.30773393841596,"Repaid",0,0,0,1
11878,0.26273283,13,0,0.238267563194874,47.512,0.996,5.80871471,"Not_Repaid",1,0,0,0
20626,0.266618774,18,0,0.304347035765006,41.252,0.998,6.344018743,"Not_Repaid",1,0,0,0
28320,0.692793691,21,1,0.36241408334578,0,1,5.613546382,"Repaid",0,1,0,0
60406,0.657701602,11,0,1.42410110517843,181.218,0.997,0.164721596,"Repaid",0,1,0,0
15478,0.712340743,18,1,0.2281568552266,46.434,0.997,0.434188512,"Repaid",0,0,0,1
15217,0.724063271,14,1,0.285514321366957,0,1,2.048771651,"Repaid",1,0,0,0
42687,0.651998422,17,0,0.66475007103021,85.374,0.998,0.174441804,"Repaid",0,1,0,0
28369,0.723030945,20,1,0.379197605312039,56.738,0.998,6.429433628,"Repaid",0,1,0,0
29222,0.626772458,21,0,0.372461245980094,116.888,0.996,0.843472631,"Repaid",0,0,1,0
48004,0.47259802,6,1,2.03890725306114,192.016,0.996,5.65242127641032,"Not_Repaid",0,1,0,0
21311,0.696880483,12,1,0.462989150456797,21.311,0.999,5.44604003099296,"Not_Repaid",1,0,0,0
66569,0.31285838,20,0,0.889802438859923,133.138,0.998,6.959205755,"Not_Repaid",1,0,0,0
10939,0.688441042,9,1,0.314079543540135,0,1,6.234925919,"Repaid",0,0,1,0
11075,0.610130235,21,0,0.14158623718508,11.075,0.999,4.638682525,"Repaid",0,0,1,0
13452,0.667325387,20,0,0.179807754473459,26.904,0.998,3.553776183,"Repaid",0,1,0,0
50564,0.676527596,11,0,1.19207112343545,151.692,0.997,0.121389605,"Repaid",0,1,0,0
24448,0.501086474,6,1,1.0383968944846,97.792,0.996,6.28532604,"Not_Repaid",1,0,0,0
22671,0.723125714,6,0,0.965821503408329,22.671,0.999,6.847434849,"Not_Repaid",0,0,1,0
16868,0.664660177,20,0,0.225694043845634,16.868,0.999,2.81594853890857,"Repaid",0,0,1,0
31448,0.619359691,6,1,1.33705383630146,94.344,0.997,6.639558496,"Not_Repaid",0,1,0,0
11373,0.276615514,16,1,0.187188450049393,45.492,0.996,3.170171754,"Repaid",1,0,0,0
11543,0.5737492,16,0,0.190558732127245,11.543,0.999,2.762984244,"Not_Repaid",1,0,0,0
10515,0.406912816,15,0,0.184741552667957,0,1,1.540712473,"Not_Repaid",0,1,0,0
21167,0.596276307,20,1,0.283214715797992,21.167,0.999,5.1079744,"Not_Repaid",1,0,0,0
14900,0.679488471,20,1,0.198963056579228,44.7,0.997,4.136548967,"Repaid",0,0,0,1
37037,0.710793884,6,1,1.57625707219684,74.074,0.998,5.49062285628539,"Not_Repaid",0,0,0,1
19571,0.306481033,18,0,0.288490619824254,58.713,0.997,6.196173869,"Not_Repaid",1,0,0,0
24895,0.268379302,17,0,0.388069790230044,24.895,0.999,4.676763436,"Not_Repaid",1,0,0,0
30946,0.697759389,20,1,0.414472326301105,0,1,4.48341937506493,"Repaid",0,0,1,0
11053,0.56190232,6,1,0.46946175043923,44.212,0.996,6.648161203,"Not_Repaid",0,1,0,0
92608,0.356741359,21,0,1.18274429885682,185.216,0.998,6.756634091,"Not_Repaid",1,0,0,0
24159,0.480551959,18,0,0.356835425772992,24.159,0.999,1.231600385,"Repaid",1,0,0,0
16679,0.715070099,7,0,0.61044553867649,33.358,0.998,6.69032165,"Not_Repaid",1,0,0,0
60118,0.508196336,20,0,0.803574381759991,120.236,0.998,6.293618396,"Not_Repaid",1,0,0,0
31266,0.304207818,20,1,0.417501941409809,93.798,0.997,6.135361558,"Not_Repaid",1,0,0,0
24859,0.294564764,18,0,0.36717462847348,24.859,0.999,5.102009219,"Not_Repaid",1,0,0,0
14977,0.730432438,9,1,0.429588203151751,14.977,0.999,0.369939579,"Repaid",0,1,0,0
13747,0.525447729,21,0,0.175394070781892,41.241,0.997,2.934637631,"Repaid",0,1,0,0
12409,0.488574046,7,1,0.453254888857925,49.636,0.996,3.774530531,"Not_Repaid",0,1,0,0
18166,0.709702869,18,1,0.267511323369141,72.664,0.996,4.364730791,"Repaid",0,0,1,0
49963,0.713085127,6,1,2.12850512878966,49.963,0.999,6.78966424,"Not_Repaid",0,1,0,0
58638,0.683110403,21,1,0.74889599382738,117.276,0.998,6.218500829,"Repaid",0,1,0,0
14281,0.420025377,17,0,0.222838812874946,0,1,1.887640457,"Not_Repaid",1,0,0,0
26521,0.728625653,6,1,1.13096873910178,0,1,6.842574763,"Not_Repaid",0,0,1,0
10568,0.681903304,6,1,0.449312673048646,31.704,0.997,6.627931158,"Not_Repaid",0,1,0,0
17098,0.723048805,19,1,0.240030548849269,17.098,0.999,6.969596443,"Repaid",1,0,0,0
32794,0.626823591,16,0,0.539757146831952,131.176,0.996,0.486741919,"Repaid",0,1,0,0
13268,0.578939265,21,0,0.169452437772463,26.536,0.998,4.727125546,"Repaid",0,1,0,0
14434,0.285429899,15,0,0.253342178947987,14.434,0.999,5.319408852,"Not_Repaid",1,0,0,0
17613,0.633855733,6,1,0.748840282967998,52.839,0.997,6.023870076,"Not_Repaid",0,1,0,0
13287,0.273225314,17,0,0.206913912755134,26.574,0.998,6.481068598,"Not_Repaid",0,1,0,0
28709,0.538820836,7,1,1.04968646610048,86.127,0.997,6.576315847,"Not_Repaid",1,0,0,0
18054,0.629846709,11,1,0.42648573857085,18.054,0.999,3.602216406,"Not_Repaid",0,0,1,0
55331,0.536087387,6,0,2.35011201606379,221.324,0.996,6.955929117,"Not_Repaid",0,1,0,0
16473,0.730500394,17,1,0.25678544504758,16.473,0.999,6.693625749,"Repaid",1,0,0,0
28866,0.679496604,19,1,0.405641448155549,0,1,6.452397479,"Repaid",0,1,0,0
41298,0.708716675,7,1,1.513006808413,41.298,0.999,3.251260885,"Not_Repaid",0,0,0,1
29536,0.278390116,17,0,0.459032288240747,118.144,0.996,4.28856545,"Repaid",1,0,0,0
12402,0.289285932,18,1,0.182997766777737,24.804,0.998,1.47407266,"Not_Repaid",1,0,0,0
59347,0.670516442,20,0,0.794063577193908,59.347,0.999,6.842605295,"Not_Repaid",1,0,0,0
80384,0.495958088,21,0,1.02456795554253,321.536,0.996,3.371242115,"Repaid",1,0,0,0
12593,0.65563931,17,0,0.195909988307723,37.779,0.997,0.203494491,"Repaid",0,0,0,1
13355,0.52301353,20,0,0.178332323531248,40.065,0.997,1.456871273,"Repaid",0,1,0,0
10487,0.658733489,6,1,0.446763270532537,10.487,0.999,6.848518331,"Not_Repaid",1,0,0,0
16939,0.72250805,20,1,0.226644024703652,16.939,0.999,6.625622881,"Repaid",1,0,0,0
25044,0.575636147,6,1,1.06371121668326,100.176,0.996,6.1821583,"Not_Repaid",0,0,1,0
25185,0.714535935,6,1,1.07184799965649,50.37,0.998,6.613298714,"Not_Repaid",0,0,1,0
46438,0.722041311,6,0,1.97635407615835,92.876,0.998,6.902254215,"Not_Repaid",0,1,0,0
75051,0.351332834,16,1,1.23650623981577,225.153,0.997,5.43485817370029,"Not_Repaid",0,1,0,0
42254,0.572861279,20,0,0.564227180718035,126.762,0.997,2.175349801,"Repaid",0,1,0,0
18663,0.721688575,21,1,0.238593584161187,18.663,0.999,6.820830731,"Repaid",0,1,0,0
19705,0.30849609,17,0,0.306551760470395,59.115,0.997,6.548168705,"Not_Repaid",1,0,0,0
13700,0.723086948,13,1,0.275919777423363,0,1,6.863142139,"Not_Repaid",1,0,0,0
33702,0.329490883,17,0,0.524303853406407,101.106,0.997,1.616792385,"Repaid",1,0,0,0
14193,0.360880548,15,0,0.249112203533933,14.193,0.999,4.963380924,"Not_Repaid",1,0,0,0
34372,0.723584141,6,0,1.4657689189852,0,1,6.992720737,"Not_Repaid",0,0,1,0
10406,0.263073279,11,0,0.245818688133835,10.406,0.999,2.790489325,"Not_Repaid",1,0,0,0
28416,0.711684367,7,1,1.04105771388115,28.416,0.999,6.191764961,"Not_Repaid",0,1,0,0
